home_team,away_team,home_score,away_score
Everton,Aston Oroszlán,2,2
Crystal Palace,Liverpool,0,1
Brighton,Brentford,1,2
Manchester Kék,Wolverhampton,0,1
Tottenham,Aston Oroszlán,1,1
West Ham,Manchester Kék,2,0
Wolverhampton,Brighton,3,1
Fulham,Newcastle,1,0
Nottingham,Chelsea,0,3
Liverpool,London Ágyúk,0,1
Brentford,Everton,2,0
Vörös Ördögök,Crystal Palace,0,0
Newcastle,Tottenham,3,2
Crystal Palace,Nottingham,1,2
Everton,Wolverhampton,3,2
Aston Oroszlán,Brentford,0,3
London Ágyúk,Vörös Ördögök,1,1
Chelsea,Fulham,4,0
Manchester Kék,Liverpool,1,1
Brighton,West Ham,1,1
Wolverhampton,Aston Oroszlán,0,1
Fulham,Crystal Palace,3,0
Tottenham,Brentford,1,1
West Ham,Everton,1,3
Vörös Ördögök,Manchester Kék,3,1
Newcastle,Chelsea,1,3
Liverpool,Brighton,1,0
Nottingham,London Ágyúk,2,0
Crystal Palace,Newcastle,0,0
London Ágyúk,Fulham,3,2
Chelsea,Tottenham,3,0
Manchester Kék,Nottingham,6,1
Aston Oroszlán,West Ham,1,2
Brighton,Vörös Ördögök,0,0
Brentford,Wolverhampton,1,1
Everton,Liverpool,2,0
Vörös Ördögök,Everton,1,0
West Ham,Brentford,0,1
Liverpool,Aston Oroszlán,2,2
Chelsea,Crystal Palace,2,0
Nottingham,Brighton,1,0
Tottenham,Wolverhampton,3,0
Newcastle,London Ágyúk,0,3
Fulham,Manchester Kék,0,1
Everton,Nottingham,3,0
Crystal Palace,Tottenham,1,3
London Ágyúk,Chelsea,0,4
Wolverhampton,West Ham,1,1
Manchester Kék,Newcastle,0,1
Brentford,Liverpool,1,0
Brighton,Fulham,1,0
Aston Oroszlán,Vörös Ördögök,2,3
Chelsea,Manchester Kék,2,1
Tottenham,West Ham,2,1
Fulham,Everton,0,0
Vörös Ördögök,Brentford,1,1
Crystal Palace,London Ágyúk,0,0
Liverpool,Wolverhampton,2,3
Nottingham,Aston Oroszlán,2,0
Newcastle,Brighton,3,0
Wolverhampton,Vörös Ördögök,3,2
Everton,Newcastle,1,3
Aston Oroszlán,Fulham,0,0
Brighton,Chelsea,0,2
West Ham,Liverpool,1,3
London Ágyúk,Tottenham,5,0
Manchester Kék,Crystal Palace,2,1
Brentford,Nottingham,2,1
Liverpool,Brentford,3,0
Nottingham,Brighton,2,0
Aston Oroszlán,Tottenham,2,4
Manchester Kék,West Ham,4,1
London Ágyúk,Crystal Palace,1,0
Everton,Chelsea,2,0
Wolverhampton,Vörös Ördögök,2,1
Fulham,Newcastle,0,1
West Ham,Fulham,0,1
Tottenham,Liverpool,2,2
Brighton,London Ágyúk,1,2
Everton,Wolverhampton,1,0
Brentford,Vörös Ördögök,0,4
Newcastle,Aston Oroszlán,0,3
Chelsea,Nottingham,3,0
Crystal Palace,Manchester Kék,1,1
London Ágyúk,Chelsea,2,1
Liverpool,Newcastle,2,1
Fulham,Crystal Palace,0,0
Wolverhampton,Brentford,1,2
Nottingham,Everton,0,2
Aston Oroszlán,West Ham,2,1
Vörös Ördögök,Tottenham,1,2
Manchester Kék,Brighton,2,0
Everton,London Ágyúk,1,1
Tottenham,Brentford,2,0
Newcastle,Vörös Ördögök,0,2
Brighton,Fulham,1,1
Chelsea,Manchester Kék,1,1
Crystal Palace,Aston Oroszlán,3,1
Nottingham,Wolverhampton,0,1
West Ham,Liverpool,0,1
Fulham,Chelsea,0,0
Aston Oroszlán,Brighton,3,0
Manchester Kék,Everton,1,1
Wolverhampton,Tottenham,1,4
Vörös Ördögök,West Ham,2,1
Brentford,Newcastle,0,0
London Ágyúk,Nottingham,1,0
Liverpool,Crystal Palace,4,0
Nottingham,Manchester Kék,0,3
Everton,Fulham,3,2
Newcastle,Tottenham,2,1
Crystal Palace,Vörös Ördögök,1,1
Brighton,Liverpool,0,0
London Ágyúk,Wolverhampton,3,1
West Ham,Brentford,0,3
Chelsea,Aston Oroszlán,3,0
Brentford,Crystal Palace,1,1
Liverpool,Chelsea,3,0
Tottenham,West Ham,3,1
Wolverhampton,Newcastle,1,2
Manchester Kék,London Ágyúk,2,1
Vörös Ördögök,Brighton,4,0
Fulham,Nottingham,0,1
Aston Oroszlán,Everton,1,2
Manchester Kék,Wolverhampton,3,3
Everton,Liverpool,2,1
Nottingham,Aston Oroszlán,1,0
West Ham,Newcastle,2,2
Crystal Palace,Tottenham,0,1
Chelsea,Vörös Ördögök,0,0
London Ágyúk,Fulham,1,2
Brighton,Brentford,0,0
Wolverhampton,West Ham,5,0
Tottenham,Brighton,4,0
Aston Oroszlán,London Ágyúk,2,2
Fulham,Manchester Kék,1,4
Brentford,Chelsea,0,1
Newcastle,Crystal Palace,3,2
Vörös Ördögök,Everton,3,0
Liverpool,Nottingham,5,1
Manchester Kék,Aston Oroszlán,4,1
Brighton,Newcastle,0,0
Fulham,Wolverhampton,0,1
London Ágyúk,Liverpool,0,2
Everton,Brentford,0,0
Crystal Palace,West Ham,0,1
Nottingham,Vörös Ördögök,0,2
Chelsea,Tottenham,2,1
West Ham,Brighton,4,1
Newcastle,Chelsea,0,3
Wolverhampton,Crystal Palace,0,2
Tottenham,Everton,5,0
Liverpool,Manchester Kék,2,0
Brentford,Nottingham,2,0
Aston Oroszlán,Fulham,1,0
Vörös Ördögök,London Ágyúk,2,3
London Ágyúk,Brentford,3,1
Fulham,Liverpool,0,2
Manchester Kék,Vörös Ördögök,2,3
Brighton,Crystal Palace,2,1
Nottingham,Tottenham,0,4
Aston Oroszlán,Wolverhampton,2,3
Chelsea,West Ham,4,1
Everton,Newcastle,1,0
Tottenham,London Ágyúk,0,2
Wolverhampton,Brighton,2,1
Crystal Palace,Chelsea,0,0
Liverpool,Aston Oroszlán,3,0
West Ham,Everton,3,0
Vörös Ördögök,Fulham,2,0
Newcastle,Nottingham,3,2
Brentford,Manchester Kék,2,0
Everton,Crystal Palace,2,0
Liverpool,Wolverhampton,3,0
London Ágyúk,Newcastle,5,0
Fulham,Brentford,3,0
Chelsea,Brighton,3,1
Aston Oroszlán,Vörös Ördögök,0,2
Manchester Kék,Tottenham,2,1
Nottingham,West Ham,1,3
Brentford,Aston Oroszlán,3,1
West Ham,London Ágyúk,2,1
Newcastle,Manchester Kék,1,2
Crystal Palace,Nottingham,3,0
Vörös Ördögök,Liverpool,1,3
Wolverhampton,Chelsea,0,3
Brighton,Everton,0,1
Tottenham,Fulham,2,1
Brentford,Liverpool,2,0
Brighton,Nottingham,0,2
Tottenham,Aston Oroszlán,3,0
West Ham,Manchester Kék,0,1
Crystal Palace,London Ágyúk,0,0
Chelsea,Everton,1,0
Vörös Ördögök,Wolverhampton,2,1
Newcastle,Fulham,0,3
Fulham,West Ham,0,2
Liverpool,Tottenham,3,1
London Ágyúk,Brighton,1,1
Wolverhampton,Everton,1,0
Vörös Ördögök,Brentford,2,0
Aston Oroszlán,Newcastle,0,3
Nottingham,Chelsea,1,0
Manchester Kék,Crystal Palace,2,0
Chelsea,London Ágyúk,2,0
Newcastle,Liverpool,1,1
Crystal Palace,Fulham,0,0
Brentford,Wolverhampton,2,2
Everton,Nottingham,2,0
West Ham,Aston Oroszlán,0,0
Tottenham,Vörös Ördögök,3,1
Brighton,Manchester Kék,0,1
London Ágyúk,Everton,2,2
Brentford,Tottenham,1,2
Vörös Ördögök,Newcastle,2,2
Fulham,Brighton,2,1
Manchester Kék,Chelsea,2,4
Aston Oroszlán,Crystal Palace,2,1
Wolverhampton,Nottingham,1,4
Liverpool,West Ham,3,2
Chelsea,Fulham,2,1
Brighton,Aston Oroszlán,0,0
Everton,Manchester Kék,1,0
Tottenham,Wolverhampton,2,1
West Ham,Vörös Ördögök,1,1
Newcastle,Brentford,3,2
Nottingham,London Ágyúk,0,0
Crystal Palace,Liverpool,0,1
Manchester Kék,Nottingham,1,2
Fulham,Everton,0,4
Tottenham,Newcastle,1,0
Vörös Ördögök,Crystal Palace,2,0
Liverpool,Brighton,2,1
Wolverhampton,London Ágyúk,0,0
Brentford,West Ham,2,1
Aston Oroszlán,Chelsea,3,3
Crystal Palace,Brentford,0,0
Chelsea,Liverpool,1,2
West Ham,Tottenham,2,3
Newcastle,Wolverhampton,0,2
London Ágyúk,Manchester Kék,0,0
Brighton,Vörös Ördögök,0,4
Nottingham,Fulham,2,2
Everton,Aston Oroszlán,3,0
Wolverhampton,Manchester Kék,0,3
Liverpool,Everton,0,0
Aston Oroszlán,Nottingham,1,1
Newcastle,West Ham,3,2
Tottenham,Crystal Palace,2,0
Vörös Ördögök,Chelsea,0,2
Fulham,London Ágyúk,1,4
Brentford,Brighton,6,0
West Ham,Wolverhampton,2,0
Brighton,Tottenham,1,0
London Ágyúk,Aston Oroszlán,1,0
Manchester Kék,Fulham,2,0
Chelsea,Brentford,0,0
Crystal Palace,Newcastle,0,2
Everton,Vörös Ördögök,0,1
Nottingham,Liverpool,0,1
Aston Oroszlán,Manchester Kék,0,4
Newcastle,Brighton,2,1
Wolverhampton,Fulham,5,0
Liverpool,London Ágyúk,2,0
Brentford,Everton,1,0
West Ham,Crystal Palace,2,2
Vörös Ördögök,Nottingham,4,1
Tottenham,Chelsea,3,2
Brighton,West Ham,3,0
Chelsea,Newcastle,2,1
Crystal Palace,Wolverhampton,0,1
Everton,Tottenham,1,3
Manchester Kék,Liverpool,0,4
Nottingham,Brentford,1,0
Fulham,Aston Oroszlán,1,0
London Ágyúk,Vörös Ördögök,1,3
Brentford,London Ágyúk,0,4
Liverpool,Fulham,2,1
Vörös Ördögök,Manchester Kék,5,2
Crystal Palace,Brighton,2,2
Tottenham,Nottingham,0,0
Wolverhampton,Aston Oroszlán,1,1
West Ham,Chelsea,1,1
Newcastle,Everton,1,2
London Ágyúk,Tottenham,2,3
Brighton,Wolverhampton,1,2
Chelsea,Crystal Palace,0,0
Aston Oroszlán,Liverpool,0,3
Everton,West Ham,1,2
Fulham,Vörös Ördögök,0,3
Nottingham,Newcastle,0,1
Manchester Kék,Brentford,3,0
Crystal Palace,Everton,1,2
Wolverhampton,Liverpool,0,2
Newcastle,London Ágyúk,3,2
Brentford,Fulham,1,2
Brighton,Chelsea,0,3
Vörös Ördögök,Aston Oroszlán,3,1
Tottenham,Manchester Kék,1,0
West Ham,Nottingham,0,1
Aston Oroszlán,Brentford,0,2
London Ágyúk,West Ham,0,0
Manchester Kék,Newcastle,3,3
Nottingham,Crystal Palace,1,0
Liverpool,Vörös Ördögök,4,2
Chelsea,Wolverhampton,2,0
Everton,Brighton,2,0
Fulham,Tottenham,1,1
West Ham,Tottenham,1,3
Fulham,Chelsea,0,2
Brentford,Wolverhampton,2,1
Aston Oroszlán,Manchester Kék,3,1
Brighton,Crystal Palace,0,1
Vörös Ördögök,Everton,1,0
London Ágyúk,Newcastle,0,3
Liverpool,Nottingham,2,0
Manchester Kék,Liverpool,2,1
Wolverhampton,West Ham,2,2
Chelsea,Brighton,0,0
Vörös Ördögök,London Ágyúk,2,1
Tottenham,Newcastle,2,2
Nottingham,Brentford,1,3
Everton,Fulham,3,3
Crystal Palace,Aston Oroszlán,1,1
Brighton,Everton,0,0
West Ham,Nottingham,1,1
Liverpool,Crystal Palace,3,0
London Ágyúk,Tottenham,4,1
Fulham,Vörös Ördögök,1,1
Brentford,Manchester Kék,0,0
Newcastle,Wolverhampton,1,2
Aston Oroszlán,Chelsea,0,1
Vörös Ördögök,Brighton,1,0
Wolverhampton,Tottenham,1,0
Nottingham,Newcastle,1,1
Chelsea,Liverpool,1,0
Everton,Aston Oroszlán,3,0
Crystal Palace,Brentford,1,1
Fulham,London Ágyúk,0,0
Manchester Kék,West Ham,3,0
Liverpool,Everton,1,0
Brentford,Chelsea,0,1
Aston Oroszlán,Vörös Ördögök,0,0
London Ágyúk,Wolverhampton,2,0
Newcastle,Manchester Kék,0,2
Tottenham,Nottingham,3,1
Brighton,Fulham,1,4
West Ham,Crystal Palace,1,2
Fulham,Aston Oroszlán,2,1
Vörös Ördögök,Liverpool,3,0
Nottingham,Wolverhampton,2,2
Crystal Palace,Newcastle,1,2
Chelsea,West Ham,1,1
Brighton,London Ágyúk,1,2
Manchester Kék,Tottenham,1,2
Everton,Brentford,1,1
Tottenham,Crystal Palace,1,0
West Ham,Everton,0,0
Wolverhampton,Manchester Kék,0,3
London Ágyúk,Nottingham,2,1
Aston Oroszlán,Brighton,2,2
Newcastle,Chelsea,0,4
Liverpool,Fulham,1,0
Brentford,Vörös Ördögök,0,5
Aston Oroszlán,London Ágyúk,1,1
Vörös Ördögök,West Ham,0,2
Fulham,Brentford,0,1
Manchester Kék,Nottingham,2,0
Crystal Palace,Wolverhampton,0,1
Everton,Newcastle,0,0
Brighton,Liverpool,3,1
Chelsea,Tottenham,2,0
London Ágyúk,Manchester Kék,1,3
Wolverhampton,Chelsea,0,2
Brentford,Brighton,0,2
Liverpool,Aston Oroszlán,3,0
Tottenham,Everton,2,1
Nottingham,Crystal Palace,0,1
Newcastle,Vörös Ördögök,1,1
West Ham,Fulham,1,1
Aston Oroszlán,Brentford,3,0
Chelsea,Nottingham,2,1
Liverpool,London Ágyúk,3,2
Brighton,West Ham,3,1
Vörös Ördögök,Tottenham,1,0
Crystal Palace,Manchester Kék,0,2
Fulham,Newcastle,2,1
Everton,Wolverhampton,2,1
Manchester Kék,Chelsea,3,1
Nottingham,Everton,0,0
London Ágyúk,Crystal Palace,3,0
Wolverhampton,Vörös Ördögök,0,2
West Ham,Aston Oroszlán,1,1
Tottenham,Fulham,1,1
Brentford,Liverpool,1,2
Newcastle,Brighton,3,2
Brighton,Tottenham,0,1
Liverpool,West Ham,3,0
Aston Oroszlán,Newcastle,2,1
Chelsea,Crystal Palace,1,0
Fulham,Wolverhampton,1,1
Brentford,London Ágyúk,1,5
Everton,Manchester Kék,1,2
Vörös Ördögök,Nottingham,2,1
Wolverhampton,Brighton,1,1
London Ágyúk,Chelsea,3,0
Crystal Palace,Everton,0,1
West Ham,Brentford,1,1
Manchester Kék,Vörös Ördögök,1,2
Newcastle,Liverpool,0,3
Nottingham,Fulham,0,2
Tottenham,Aston Oroszlán,3,1
Vörös Ördögök,Crystal Palace,2,0
West Ham,London Ágyúk,3,1
Brighton,Nottingham,2,0
Liverpool,Tottenham,5,1
Everton,Chelsea,2,0
Brentford,Newcastle,1,0
Aston Oroszlán,Wolverhampton,0,1
Fulham,Manchester Kék,0,4
Tottenham,Brentford,1,2
Manchester Kék,Brighton,4,1
Nottingham,Aston Oroszlán,1,1
Crystal Palace,Fulham,0,0
Newcastle,West Ham,4,1
London Ágyúk,Everton,3,4
Chelsea,Vörös Ördögök,0,1
Wolverhampton,Liverpool,2,1
Tottenham,West Ham,1,1
Chelsea,Fulham,2,2
Wolverhampton,Brentford,1,2
Manchester Kék,Aston Oroszlán,3,0
Crystal Palace,Brighton,0,0
Everton,Vörös Ördögök,0,2
Newcastle,London Ágyúk,0,1
Nottingham,Liverpool,0,2
Liverpool,Manchester Kék,4,0
West Ham,Wolverhampton,2,1
Brighton,Chelsea,1,2
London Ágyúk,Vörös Ördögök,1,1
Newcastle,Tottenham,1,1
Brentford,Nottingham,1,3
Fulham,Everton,0,0
Aston Oroszlán,Crystal Palace,0,0
Everton,Brighton,2,0
Nottingham,West Ham,0,1
Crystal Palace,Liverpool,0,1
Tottenham,London Ágyúk,1,0
Vörös Ördögök,Fulham,1,1
Manchester Kék,Brentford,1,1
Wolverhampton,Newcastle,0,2
Chelsea,Aston Oroszlán,1,1
Brighton,Vörös Ördögök,0,3
Tottenham,Wolverhampton,0,0
Newcastle,Nottingham,2,0
Liverpool,Chelsea,4,3
Aston Oroszlán,Everton,2,1
Brentford,Crystal Palace,0,2
London Ágyúk,Fulham,3,0
West Ham,Manchester Kék,1,1
Everton,Liverpool,2,1
Chelsea,Brentford,1,1
Vörös Ördögök,Aston Oroszlán,3,0
Wolverhampton,London Ágyúk,0,4
Manchester Kék,Newcastle,3,1
Nottingham,Tottenham,2,2
Fulham,Brighton,2,3
Crystal Palace,West Ham,1,1
Aston Oroszlán,Fulham,1,1
Liverpool,Vörös Ördögök,2,2
Wolverhampton,Nottingham,1,1
Newcastle,Crystal Palace,1,0
West Ham,Chelsea,0,3
London Ágyúk,Brighton,5,0
Tottenham,Manchester Kék,2,1
Brentford,Everton,0,1
Crystal Palace,Tottenham,0,0
Everton,West Ham,2,0
Manchester Kék,Wolverhampton,2,0
Nottingham,London Ágyúk,0,1
Brighton,Aston Oroszlán,1,1
Chelsea,Newcastle,5,1
Fulham,Liverpool,0,0
Vörös Ördögök,Brentford,1,0
London Ágyúk,Aston Oroszlán,2,2
West Ham,Vörös Ördögök,1,3
Brentford,Fulham,3,0
Nottingham,Manchester Kék,2,0
Wolverhampton,Crystal Palace,3,2
Newcastle,Everton,1,1
Liverpool,Brighton,2,0
Tottenham,Chelsea,4,2
Manchester Kék,London Ágyúk,1,0
Chelsea,Wolverhampton,1,1
Brighton,Brentford,0,2
Aston Oroszlán,Liverpool,0,1
Everton,Tottenham,3,3
Crystal Palace,Nottingham,1,1
Vörös Ördögök,Newcastle,3,0
Fulham,West Ham,0,1
Brentford,Aston Oroszlán,1,1
Nottingham,Chelsea,1,0
London Ágyúk,Liverpool,1,0
West Ham,Brighton,3,0
Tottenham,Vörös Ördögök,0,2
Manchester Kék,Crystal Palace,2,0
Newcastle,Fulham,2,2
Wolverhampton,Everton,0,0
Chelsea,Manchester Kék,2,3
Everton,Nottingham,2,1
Crystal Palace,London Ágyúk,1,1
Vörös Ördögök,Wolverhampton,3,1
Aston Oroszlán,West Ham,1,0
Fulham,Tottenham,0,2
Liverpool,Brentford,3,0
Brighton,Newcastle,1,0
Tottenham,Brighton,1,0
West Ham,Liverpool,1,2
Newcastle,Aston Oroszlán,4,2
Crystal Palace,Chelsea,0,3
Wolverhampton,Fulham,1,1
London Ágyúk,Brentford,1,1
Manchester Kék,Everton,2,2
Nottingham,Vörös Ördögök,1,3
Brighton,Wolverhampton,0,1
Chelsea,London Ágyúk,1,1
Everton,Crystal Palace,1,1
Brentford,West Ham,2,0
Vörös Ördögök,Manchester Kék,4,2
Liverpool,Newcastle,3,1
Fulham,Nottingham,1,0
Aston Oroszlán,Tottenham,0,2
Crystal Palace,Vörös Ördögök,1,1
London Ágyúk,West Ham,4,1
Nottingham,Brighton,0,5
Tottenham,Liverpool,2,1
Chelsea,Everton,2,1
Newcastle,Brentford,0,0
Wolverhampton,Aston Oroszlán,1,1
Manchester Kék,Fulham,0,0
Brentford,Tottenham,1,0
Brighton,Manchester Kék,1,1
Aston Oroszlán,Nottingham,1,1
Fulham,Crystal Palace,2,3
West Ham,Newcastle,1,0
Everton,London Ágyúk,3,0
Vörös Ördögök,Chelsea,2,3
Liverpool,Wolverhampton,3,2
Chelsea,Aston Oroszlán,0,0
Fulham,Vörös Ördögök,0,2
Wolverhampton,Tottenham,3,1
West Ham,Everton,1,0
London Ágyúk,Brighton,3,0
Liverpool,Brentford,1,0
Nottingham,Crystal Palace,1,0
Newcastle,Manchester Kék,2,2
Everton,Newcastle,1,0
Tottenham,Chelsea,1,1
Vörös Ördögök,London Ágyúk,2,0
Liverpool,Nottingham,2,0
Aston Oroszlán,Crystal Palace,0,2
Manchester Kék,Wolverhampton,4,0
Brentford,Fulham,3,2
Brighton,West Ham,1,3
London Ágyúk,Brentford,3,1
Chelsea,Manchester Kék,2,3
Newcastle,Brighton,1,2
Nottingham,Aston Oroszlán,2,1
Fulham,Liverpool,3,0
Wolverhampton,Everton,1,2
Crystal Palace,Tottenham,3,1
West Ham,Vörös Ördögök,0,4
Liverpool,London Ágyúk,0,0
Tottenham,Aston Oroszlán,0,0
Manchester Kék,Crystal Palace,5,1
Vörös Ördögök,Newcastle,0,0
Brentford,West Ham,0,0
Brighton,Wolverhampton,3,1
Fulham,Nottingham,1,1
Everton,Chelsea,2,0
Newcastle,Brentford,1,0
Wolverhampton,Vörös Ördögök,2,2
West Ham,Liverpool,0,2
Nottingham,Tottenham,0,1
Crystal Palace,Everton,0,0
Aston Oroszlán,Manchester Kék,0,1
London Ágyúk,Fulham,3,1
Chelsea,Brighton,1,2
Fulham,West Ham,2,1
Liverpool,Newcastle,1,2
Manchester Kék,Tottenham,2,2
Brighton,Crystal Palace,1,3
Vörös Ördögök,Chelsea,2,1
London Ágyúk,Nottingham,5,1
Everton,Aston Oroszlán,2,0
Brentford,Wolverhampton,2,0
Aston Oroszlán,Brighton,0,2
Chelsea,Brentford,0,0
Tottenham,Everton,0,0
Nottingham,Manchester Kék,1,2
West Ham,London Ágyúk,2,4
Crystal Palace,Vörös Ördögök,1,2
Newcastle,Fulham,2,1
Wolverhampton,Liverpool,1,2
West Ham,Nottingham,1,1
Liverpool,Chelsea,0,1
Fulham,Wolverhampton,3,0
Everton,Manchester Kék,0,3
Brighton,Tottenham,3,3
Brentford,Crystal Palace,1,2
London Ágyúk,Newcastle,1,2
Vörös Ördögök,Aston Oroszlán,3,0
Nottingham,Everton,1,3
Tottenham,Vörös Ördögök,1,1
Wolverhampton,London Ágyúk,2,1
Newcastle,West Ham,1,2
Aston Oroszlán,Brentford,1,3
Manchester Kék,Brighton,3,1
Crystal Palace,Liverpool,1,1
Chelsea,Fulham,3,1
West Ham,Wolverhampton,0,1
Vörös Ördögök,Manchester Kék,2,1
Newcastle,Nottingham,0,2
London Ágyúk,Chelsea,2,2
Liverpool,Aston Oroszlán,4,0
Brighton,Everton,1,2
Fulham,Crystal Palace,1,0
Brentford,Tottenham,1,0
Everton,Vörös Ördögök,3,0
Manchester Kék,Brentford,2,0
Nottingham,Brighton,0,0
Tottenham,Liverpool,0,1
Chelsea,West Ham,2,3
Aston Oroszlán,Fulham,0,0
Wolverhampton,Newcastle,0,3
Crystal Palace,London Ágyúk,1,2
London Ágyúk,Aston Oroszlán,1,2
Newcastle,Chelsea,0,2
West Ham,Crystal Palace,0,1
Vörös Ördögök,Brighton,1,1
Fulham,Tottenham,1,1
Wolverhampton,Nottingham,1,1
Brentford,Everton,1,2
Liverpool,Manchester Kék,2,0
Tottenham,London Ágyúk,0,4
Nottingham,Vörös Ördögök,1,2
Brighton,Brentford,1,1
Chelsea,Wolverhampton,1,1
Everton,Liverpool,1,1
Crystal Palace,Newcastle,0,4
Manchester Kék,Fulham,2,0
Aston Oroszlán,West Ham,4,1
Liverpool,Brighton,1,0
Chelsea,Nottingham,2,1
London Ágyúk,Manchester Kék,2,1
Newcastle,Aston Oroszlán,0,0
Brentford,Vörös Ördögök,0,1
Wolverhampton,Crystal Palace,0,1
West Ham,Tottenham,1,0
Fulham,Everton,1,0
Aston Oroszlán,Wolverhampton,1,3
Everton,London Ágyúk,1,1
Manchester Kék,West Ham,3,0
Brighton,Fulham,5,2
Crystal Palace,Chelsea,0,2
Nottingham,Brentford,0,0
Vörös Ördögök,Liverpool,0,2
Tottenham,Newcastle,1,1
Aston Oroszlán,Chelsea,0,1
Vörös Ördögök,Fulham,3,1
Tottenham,Wolverhampton,5,1
Everton,West Ham,0,1
Brighton,London Ágyúk,3,1
Brentford,Liverpool,1,1
Crystal Palace,Nottingham,4,0
Manchester Kék,Newcastle,2,4
Newcastle,Everton,0,1
Chelsea,Tottenham,2,0
London Ágyúk,Vörös Ördögök,1,2
Nottingham,Liverpool,2,1
Crystal Palace,Aston Oroszlán,3,0
Wolverhampton,Manchester Kék,3,3
Fulham,Brentford,2,0
West Ham,Brighton,0,0
Brentford,London Ágyúk,0,0
Manchester Kék,Chelsea,4,1
Brighton,Newcastle,2,2
Aston Oroszlán,Nottingham,1,0
Liverpool,Fulham,1,1
Everton,Wolverhampton,4,1
Tottenham,Crystal Palace,2,1
Vörös Ördögök,West Ham,1,2
London Ágyúk,Liverpool,0,3
Aston Oroszlán,Tottenham,0,5
Crystal Palace,Manchester Kék,1,0
Newcastle,Vörös Ördögök,1,1
West Ham,Brentford,0,0
Wolverhampton,Brighton,3,1
Nottingham,Fulham,0,2
Chelsea,Everton,3,0
Brentford,Newcastle,0,2
Vörös Ördögök,Wolverhampton,4,0
Liverpool,West Ham,3,0
Tottenham,Nottingham,1,2
Everton,Crystal Palace,1,0
Manchester Kék,Aston Oroszlán,4,0
Fulham,London Ágyúk,2,2
Brighton,Chelsea,0,2
West Ham,Fulham,1,2
Newcastle,Liverpool,0,3
Tottenham,Manchester Kék,2,2
Crystal Palace,Brighton,1,1
Chelsea,Vörös Ördögök,1,0
Nottingham,London Ágyúk,2,3
Aston Oroszlán,Everton,0,2
Wolverhampton,Brentford,0,0
Brighton,Aston Oroszlán,1,1
Brentford,Chelsea,0,1
Everton,Tottenham,2,1
Manchester Kék,Nottingham,2,0
London Ágyúk,West Ham,3,2
Vörös Ördögök,Crystal Palace,2,2
Fulham,Newcastle,3,0
Liverpool,Wolverhampton,3,1
Nottingham,West Ham,1,2
Chelsea,Liverpool,0,0
Wolverhampton,Fulham,1,1
Manchester Kék,Everton,2,2
Tottenham,Brighton,3,1
Crystal Palace,Brentford,1,1
Newcastle,London Ágyúk,1,1
Aston Oroszlán,Vörös Ördögök,2,2
Everton,Nottingham,3,0
Vörös Ördögök,Tottenham,2,1
London Ágyúk,Wolverhampton,2,2
West Ham,Newcastle,1,1
Brentford,Aston Oroszlán,1,1
Brighton,Manchester Kék,2,4
Liverpool,Crystal Palace,2,0
Fulham,Chelsea,0,2
Wolverhampton,West Ham,2,0
Manchester Kék,Vörös Ördögök,6,0
Nottingham,Newcastle,1,2
Chelsea,London Ágyúk,4,0
Aston Oroszlán,Liverpool,2,1
Everton,Brighton,1,0
Crystal Palace,Fulham,2,0
Tottenham,Brentford,0,0
Vörös Ördögök,Everton,6,1
Brentford,Manchester Kék,0,2
Brighton,Nottingham,0,1
Liverpool,Tottenham,2,0
West Ham,Chelsea,2,3
Fulham,Aston Oroszlán,1,1
Newcastle,Wolverhampton,0,5
London Ágyúk,Crystal Palace,2,1
Aston Oroszlán,London Ágyúk,2,2
Chelsea,Newcastle,1,1
Crystal Palace,West Ham,1,0
Brighton,Vörös Ördögök,3,3
Tottenham,Fulham,2,1
Nottingham,Wolverhampton,0,3
Everton,Brentford,1,1
Manchester Kék,Liverpool,2,2
London Ágyúk,Tottenham,0,1
Vörös Ördögök,Nottingham,1,0
Brentford,Brighton,2,0
Wolverhampton,Chelsea,0,3
Liverpool,Everton,1,1
Newcastle,Crystal Palace,3,0
Fulham,Manchester Kék,0,3
West Ham,Aston Oroszlán,3,1
Brighton,Liverpool,3,3
Nottingham,Chelsea,1,1
Manchester Kék,London Ágyúk,2,3
Aston Oroszlán,Newcastle,0,1
Vörös Ördögök,Brentford,1,0
Crystal Palace,Wolverhampton,1,3
Tottenham,West Ham,1,2
Everton,Fulham,3,0
Wolverhampton,Aston Oroszlán,1,1
London Ágyúk,Everton,3,1
West Ham,Manchester Kék,1,0
Fulham,Brighton,3,0
Chelsea,Crystal Palace,1,1
Brentford,Nottingham,2,0
Liverpool,Vörös Ördögök,1,0
Newcastle,Tottenham,0,2
Chelsea,Wolverhampton,2,1
Nottingham,Brentford,0,2
Liverpool,Everton,0,1
Newcastle,Fulham,0,1
Aston Oroszlán,Tottenham,0,1
West Ham,Vörös Ördögök,0,5
Manchester Kék,Brighton,3,1
Crystal Palace,London Ágyúk,0,1
Fulham,Crystal Palace,1,0
Everton,Chelsea,1,2
Brentford,Aston Oroszlán,1,1
West Ham,Manchester Kék,2,2
Wolverhampton,Brighton,1,1
London Ágyúk,Liverpool,1,0
Vörös Ördögök,Nottingham,1,1
Tottenham,Newcastle,3,1
Aston Oroszlán,Vörös Ördögök,0,2
Chelsea,London Ágyúk,1,1
Crystal Palace,Tottenham,1,2
Manchester Kék,Wolverhampton,4,0
Nottingham,West Ham,0,0
Liverpool,Fulham,2,0
